filename,is_spam,in_reply,subj_caps,attachments
02400.e033408c1d071abb62c3a1322a87bd67,N,N,N,N
01273.0fbb8edd390685df241007451832f145,N,Y,N,N
1017.d946df144440633b63b4df3fa3c6082b,N,N,N,N
2258.4f25aa8ad2f15bf052ed996d40bca9a0,N,N,N,N
00709.ab6879788945a66541ed05b4f23edbed,N,Y,N,N
2167.9588865b97e81346cee53865b19d559b,N,N,N,N
1687.e69fa74557118313b26108f91a9cd6fa,N,N,N,N
2537.2769f2836293c4c9105e6a89fc14fd8e,N,N,N,N
01950.5861f344d1425a202572f92ba78455b1,N,N,N,N
00007.37a8af848caae585af4fe35779656d55,N,N,N,N
1220.e6eee9362673cdce393c0e2570328f28,N,Y,N,N
0342.16612b49bb48a41b6bdba8dff6bb2399,N,Y,N,N
00725.5d2dec63252bb5fc57f3de280129656a,N,N,N,N
00667.dfa0ab3eb4214034892b8cda76d9d750,N,N,N,N
0903.8b54a580db644a9a23934361d5173610,N,Y,N,N
0930.e6b90edda75a110d7cc7335c110cfa1c,N,Y,N,N
00841.d62d1f4d0dd8f02d0595dd52875776ef,N,N,N,N
00353.ec01b62420323fffe253643fe0439c86,N,Y,N,N
01845.7d5cdeb25bed88bfefaeb8c1e01681ca,N,N,N,N
1557.ca393b0c2ccca10ee02981cf20cea52a,N,Y,N,N
00005.bf27cdeaf0b8c4647ecd61b1d09da613,N,Y,N,N
01013.5e43d991c292968615961b1ccfc378b3,N,Y,N,N
2272.9b8411be19d932252fc3a66478f556e4,N,N,N,N
0549.59f3057eef31f2b8ebb02446556a3f37,N,N,N,N
0148.565dd83aaebb66fe284de9342a6a5c09,N,N,N,N
1967.39e72b1ec8530a135486f51b91c5e9c9,N,N,N,N
0270.5a7d9b20e00fc24d6c929c198718f5a3,N,Y,N,N
01494.546fc9949239936419fc8decce22bd7e,N,Y,N,N
2387.84613a387b02e64a0950ebd372630739,N,N,N,N
00296.fd066cc4153d4d6e65dc8f06165e3f78,N,Y,N,N
2514.f2c8376ccb20e0255fd97cab426f0c3a,N,N,N,N
00030.cc78e84cd398ff4a2e9e287263de928f,N,Y,N,N
2136.a8504a5e292f715028c581ae28f1186d,N,N,N,N
00704.e077ad131955ba1fa3b9ba7a68b78f62,N,Y,N,Y
1150.7c0819a67445e3b16a94c43e003d74db,N,Y,N,N
0224.17430432fb67f4f3278eac9cba4714aa,N,N,N,N
00884.48ae15dc5f48f6caafa8c235d148782a,N,N,N,N
00602.2dc7ba42179a34e52badfe383f7fe08a,N,Y,N,N
1751.7758ab9d9eb224bcb73e0e8e803e92c9,N,N,N,N
1890.ef9fda5365db0f817f62d6934b14ab77,N,N,N,N
1364.679f0da47cd44783dedd4e95bc942b27,N,Y,N,N
01368.777aeabc5c7bd8e90b3c1cd33438b394,N,N,N,N
1396.70a22c019be6a7cb4949e015fedb8bf0,N,Y,N,N
00727.ea5bab335cc61c1d3d85a8566232f5e8,N,N,N,N
01630.2ce9002966c4aabfcd51c0ed8182b513,N,Y,N,N
1629.a65b12c5ddbee4016ecda63b404149d8,N,Y,N,N
2423.fa4019d241ed7886c8d138565751930e,N,N,N,N
0376.c0225fd19682f7ac58d090b6528af380,N,N,N,N
2069.b54234bb10a912c9846378026d37ece9,N,N,N,N
00009.371eca25b0169ce5cb4f71d3e07b9e2d,N,N,N,N
1433.164926797999228bbd4fae986a02ae4d,N,N,N,N
00718.1fc4cf16dbe6d0395c754671b24782e1,N,N,N,N
00008.5891548d921601906337dcf1ed8543cb,N,Y,N,N
0181.d16658bb110eb37495081efa07319db1,N,N,N,N
01047.16b625191a9dc2f7b4247daca75866a4,N,Y,N,N
1510.ce7b07a2114218dbac682b599785820d,N,N,N,N
00768.ce54703f83eb3bf04a04f665dbf55e96,N,N,N,N
2127.215dcd2e641c5baa6ea7d056ebd3461d,N,N,N,N
2474.e7fce1af310d8b7a2c87dfaeec71c172,N,N,N,N
0838.4f78deeabc13a2826a0d6c9c86236f48,N,N,N,N
1654.1ed94c5f40b704e5b4977c0c595a31ee,N,N,N,N
02299.e0ae6c52e1cd301952051809eb5245ea,N,N,N,N
1296.7a96b5d20d551aa58e3cd3c404b4e2f5,N,Y,N,N
02103.965d43603c70557c5b97202ad556ab1e,N,N,N,N
0446.321425772cd75481e72bd8c30d1bd78c,N,N,N,N
02485.ba9aebbdbec0d9fecec595eeebe5db87,N,N,N,N
0053.71bcb179e702d98e88fd0bc081ba0f52,N,Y,N,Y
0786.c64c284e8fb2b88945969afd14bc6d78,N,N,N,N
00706.a5e10c660dcdf09e6e760d87c0589b9b,N,Y,N,N
2117.d0ce36a8b096fff94266db762fe0dc7f,N,N,N,N
00835.9068443a73e2e4b91c9117ef9b022675,N,Y,N,N
1647.e868de6866be80866e13b1660d95537c,N,N,N,N
1344.c12652263fc21b75dd4298a3d1bfcf53,N,Y,N,N
0608.ee46655dde2d5d95579711e1a849cb34,N,N,N,N
1793.c20b0ff2930d9b36d7aa70e54939d12c,N,N,N,N
01813.2711af4b8a31e4ff0c38fe92f2fa79d7,N,N,N,N
00972.b94b5871ba0d2d042da63d0fcaa2fa32,N,Y,N,N
1340.763507dad3b921f972640d4d76172f7e,N,Y,N,N
02148.b1943afbb4ceeb22287a67baa3ccd266,N,N,N,N
0396.0922332b5ca3f934481ab4c275a79001,N,N,N,N
01170.ff1eb252e91b1481ee0a2887eb862c16,N,Y,N,Y
1576.9fc27f643c41595b2801b4b7962bd6c0,N,Y,N,N
00322.4eeafc78a7cbb0eb92f9030742660997,N,Y,N,N
0980.50625dab89ad0d10dd3f37a4e13bafbf,N,Y,N,N
01111.2f7361f87bcf1782c2f7622d92c6bf7d,N,Y,N,N
01583.588f335629805c17aaa6b880c2f586c7,N,N,N,N
1393.5464ef1fa4caa53c28737e607e2bee31,N,Y,N,N
01374.5d5d21f3e389c6de699918082d008fac,N,Y,N,N
1856.ae52e350b9847d6f5c6ca350c4f4eacb,N,N,N,N
00284.74169e544362fc645322f98d1de72128,N,Y,N,N
2499.6fc4e078d141a24f3a81bc4936722fbb,N,N,N,N
2336.a6a6cccc3cda00f9a557856368dce284,N,N,N,N
1422.c9ae8a81f72163d979f52510f5efb82c,N,N,N,N
00270.d0a83be3891cf0ea26d2af0102e9a875,N,Y,N,N
01323.596c172d2be2aee1c7b688b043cce5be,N,Y,N,N
01728.0bbb7ccf73587c7f02655596e7fa6477,N,N,N,N
01639.9ebb5f33ccd9bcfb089d758b7523f0c5,N,N,N,N
2018.92f706785305106c82198f4df443cb30,N,N,N,N
00936.e8fd8c240b680e948f85f2326cc87250,N,N,N,N
01486.d055246ae702f2eaac34a5ce2719c87e,N,Y,N,N
02339.6a217c7473a881cc0d68a2c1617722e4,N,N,N,N
0199.4596bad9aa0a3cba6d7c678253725f5e,N,N,N,N
2227.977581980ae66fba8552097d6544d7be,N,N,N,N
00675.2b3aefd8378ddbd20396c4b9d961a0bd,N,N,N,N
02435.0dcf87932640d0341c61495eefe7f88f,N,N,N,N
02171.b9bc07d8d041e3fb2f0a75999eb36e16,N,N,N,N
01613.120a60ca54dbc3331f12609c19388fc4,N,Y,N,N
1269.7820a9dc465e4d9eb8b2184d98fb9b3b,N,Y,N,Y
00332.5f70a83716da60e6dde2cc0c29d0a0f9,N,Y,N,N
0928.bb2dbf50d5b36b5f621764e2ed1cf417,N,Y,N,N
2115.ba420b4ef9804b32f45c15c5337b0436,N,N,N,N
01241.6256684c417b030200ac2792ec46aae4,N,Y,N,N
01857.573641361191125a643d0d6c52451e0a,N,N,N,N
02354.3be731874b373f98e66b3254f75a30b6,N,N,N,N
1923.c70122426d8be452477bc792e6ae4a95,N,N,N,N
0626.190b1e937ba59bffd08f6acaee61417d,N,N,N,N
2507.e7c3831cab3bc377bd62de9912c076f8,N,N,N,N
01836.b3c961ef5ae267e9d3809233982b0b23,N,N,N,N
02078.bb5e15e013281b062bbbefee2244b90e,N,N,N,N
0002.b3120c4bcbf3101e661161ee7efcb8bf,N,N,N,N
1750.c5afcba50538a5f49d6e261f6bcfed40,N,N,N,N
1360.18758d232e8b6937d5d62ce0e0aa2d8e,N,Y,N,N
0616.a152505164d471a0cb84ba780c1fb956,N,N,N,N
00883.c44a035e7589e83076b7f1fed8fa97d5,N,Y,N,Y
01662.4257318f87e53aa246882d00e42c67d5,N,N,N,N
2294.2611a5cba9ad4cec5dc2a5c749c6238f,N,N,N,N
00570.d98ca90ac201b5d881f2397c95838eb2,N,N,N,N
02338.069cf2dc77bb733ae5f864b7ad17868d,N,N,N,N
2169.8b7b5f65ef9511d96214e3648d3956b0,N,N,N,N
1862.9f36557559ed64908479a42411c17b4b,N,N,N,N
1900.73b47a5794b96f4bdf4fc4cabee59637,N,N,N,N
1450.c0ce160e1b285899424541ccd82b71b1,N,Y,N,Y
2211.36674c8f8ad0cccd398909c857bdde50,N,N,N,N
1729.f1819fca167a26d35e31087bf27324f8,N,Y,N,N
01332.04432fe71e50fbd52f3d8811c1704df6,N,N,N,N
2062.00a15e0970e59bea61ce471713af3f34,N,N,N,N
1913.7cd33343ce0d77f610058bb8d3ff6863,N,N,N,N
01036.e008967440cf8ad7931ff05a1a845084,N,Y,N,N
1003.c7f304574ba9fc075adee3caff7d770c,N,N,N,N
00869.96acf5a2b0543fd7c1767e5562891eae,N,Y,N,N
1081.8c0f0b598d40adc80393d5d049a2a1f1,N,Y,N,N
0942.dde76db87ad1670783cc76def075f6c0,N,N,N,N
0822.3ebf2e0f82aa0195233b0221d665410d,N,N,N,N
2322.328fddba2b90d953cf0f8bbc92176c65,N,N,N,N
00078.2ea8ca29bc2ed373a6c8270b488def60,N,Y,N,N
00670.be029e37187b8615a231865e3663dcf9,N,N,N,N
0571.d336e43297da0069689d70dec6ff7870,N,Y,N,N
2249.8cb268b72e28cb7a5ff8d500e6f332cf,N,N,N,N
00669.1324e7460b86ccd5cf81ea949704351d,N,N,N,N
02223.ceda95b7f82b5015e11a6eedcb50378b,N,N,N,N
2409.b8bf0affa6c8cd49157e7c845b2d15ac,N,N,N,N
00608.36856bbc19336f3fd57897105b32c720,N,Y,N,N
00672.f7e4f9c91f81b7506b0e9a22ef1fdfe5,N,N,N,N
1777.6bb054bf786bfbfeacc78dd1918ffbfa,N,N,N,N
02217.480e180ae8976cf6457850fd1ec9eaee,N,N,N,N
02228.af711080d4eb57589dbdae3ebb10cd83,N,N,N,N
00905.05268a196c3e0e6464a45e41958a4554,N,Y,N,N
00899.d7f9c80cf9bbd1355322a75886903b65,N,Y,N,N
0642.297a1718a1180f8419c4e4232d4c30b5,N,Y,N,N
0009.435ae292d75abb1ca492dcc2d5cf1570,N,Y,N,N
1945.da4e2be4c3804460bd43c2ab2aed19a8,N,N,N,N
01153.d533f7f18252b1a26a9f44a52bf0559a,N,Y,N,N
00323.8f7195f98946c42be7c95881ad779fbe,N,N,N,N
0669.2d5135216a15406b161ca553a4612b2b,N,N,N,N
2087.0bfbd54693a9c1b9898c96b430865d13,N,N,N,N
01070.6e34c1053a1840779780a315fb083057,N,N,N,N
00867.9e8b300d814c941ba6bbedba138239f0,N,Y,N,N
0152.10d3220188413990b1deb862c509c818,N,Y,N,N
02225.fbb50abca97a353460a3adbfa26b0353,N,N,N,N
1093.b1db4ecf90ab3a08c60b551311c47ed0,N,Y,N,N
0278.11523c7a537578530720c5a697c916c7,N,N,N,N
0943.8e0d99659137e5ae2a5b47a557029095,N,Y,N,N
00091.abb1965e279e4365f1ef31e4878c5d14,N,N,N,N
01981.9490b3cdd1178076369a9687a7ba61d4,N,N,N,N
2421.aa75fb78c4f596e7ee91808fbdc34ab8,N,N,N,N
1622.91772e8eb2efcbfe9ee14aabaaa65a2e,N,N,N,N
0136.25b4244e9510e810f89f6570d476c0e8,N,N,N,N
1636.5583afc73885e3bc8d4e6ce1bb31c90a,N,N,N,N
02010.19960a552d8fcac95ee22e40089b65d6,N,N,N,N
0239.58f51c99b02fc8b49664f15a855af780,N,Y,N,N
0841.c178b14279ed5f5f9e5be2abac186b3c,N,N,N,N
2082.a64b76ffad320677e6f8143c56205455,N,N,N,N
1264.c8e0a9ae674a3b16ef93c8b41013d1ee,N,Y,N,N
00147.fcb1b60290a155a5b837cd290b77a6dd,N,N,N,N
01372.67735089b50706e59ad0573492fc9af2,N,Y,N,N
01048.fb90c7a3003b8ea5117264b27842bf34,N,Y,N,N
01164.2736b1ea833f290333e168efb0c356f4,N,Y,N,N
0721.9798746ace52b039545cfcb5dd5df9fa,N,Y,N,N
1047.816db4421a9757ddbb0acbe7baecd0b0,N,Y,N,N
00582.25153a03da1710fd133d6ff373d612d3,N,N,N,N
01548.e180f41d2fba17905a020043c78febc9,N,N,N,N
02359.63b4bf64205944352697f4dd2a731c77,N,N,N,N
2357.dcb44bf1756c182b251234780db37eb7,N,N,N,N
0553.a2487df9e3ff8da0521a962e19bce6d1,N,Y,N,N
2394.cda81aa093088e4a7d1619d62fe85e9f,N,N,N,N
2148.7cbb3ecf9ed0bfffb85941e87f49e501,N,N,N,N
2286.ec772b2f3090667fe82120b653bf3d87,N,N,N,N
00492.3ffb38f175e41790b1f05096dbe339d8,N,N,N,N
02378.ff357ba03232ac47ae4cbdf1a770cfc4,N,N,N,N
00416.ea1ffcacd8dd84214e745d86a5013115,N,Y,N,N
1896.4dd6d65470c53453c52754a130999d10,N,N,N,N
1285.b9998969053e427bd4c4c0c6e68518ec,N,N,N,N
01974.1d45bc3954f2572bcced02004515cf9f,N,N,N,N
1308.f86cade0799b6d8cf98818a1bc598f7d,N,N,N,N
0810.0b45692b95f22dd7373a9f464e96a518,N,Y,N,N
01103.08012d5ec27410861a9b6b32b3ce0164,N,N,N,N
1469.792c1b929baaf14e1572437347925cc0,N,N,N,N
1744.af4f10c1dad2aea2637aa8cd093adc34,N,N,N,N
0402.a511fb74deca95f59d4eff5daa45a9b8,N,Y,N,N
00554.a01a74aee9653a7ae8d1d558c75f0a5d,N,N,N,N
0597.658c7632c57e9f07a7bc28b58b97529e,N,Y,N,N
0979.d3eaa275a74abc971eabaf1650d97bda,N,N,N,N
1721.2f654b5e99867bebf86ebb0280fb8e48,N,N,N,N
0791.0b633957da3fa40b511d8e56ad877722,N,Y,N,N
00931.c27bf5c9bcb24c213aafe1b28fcbcc7a,N,N,N,N
01380.0a97683490023a8f59c230f5057d15bd,N,Y,N,N
1307.e200557eef5893f75746c1876b337152,N,N,N,N
00439.982a2ff6189badfe70c2fe3c972466a2,N,Y,N,N
01631.2cba1b5addc12959348f0318a6cd9bee,N,N,N,N
0595.2e433fbc3ba01f085d54b39e4b695a62,N,Y,N,N
00591.3bca4fff29ae5e89e2e2948401a24ab8,N,N,N,N
01888.8a0b734ddcedf7c25b60250d8c7b6e11,N,N,N,N
00069.1477f740f56d3e0bd132ad70993edda5,N,N,N,N
00237.885411da9a2cf59e223a953a1747d44f,N,N,N,N
1598.d9a96d6e7aa7c5a7001cf43ec39f44f6,N,Y,N,N
01328.d0911b225327299d50bc7c7f2284afdf,N,Y,N,N
1997.3153cb4a5f2bc8052891b6d9e8bfceee,N,N,N,N
00253.a396ca42887c9f843052432ff1bcbf41,N,N,N,N
0991.f273a70df275a44e46f4544897eaee23,N,Y,N,N
01556.126fd032d9f624e282a711df96f64cc6,N,N,N,N
1644.ba26918a1837fcadae2327adc12a797d,N,Y,N,N
0170.154c82ae0e1ccc4c9290aa1fa4de7b43,N,Y,N,N
00552.2a17c933697e682b93c2f32b66230a3b,N,N,N,N
2380.106606551f4a5c1e0065eeb0f3a331a2,N,N,N,N
0842.5d790576a819e435b41abe9c0af61ec5,N,N,N,N
01055.e1fbd6fb316f80e72bd883198f6098c9,N,Y,N,N
00543.0641e755767b41b404070e155708cee6,N,Y,N,N
1593.de7504b4655691f11b3e807e42a2b82c,N,N,N,N
2399.8815bb6c714226c9a83ad8d743d7688d,N,N,N,N
1769.531649d2c834408569b5aba7d5b2b9fb,N,N,N,N
1136.b12b9479134d3bab39dd5101720b062f,N,N,N,N
00038.cd457af47eb78d4b93c7d94043a43108,N,N,N,N
00512.c77705cc5e9a878a5c1f5b17583720f6,N,Y,N,N
00836.0270377f02e23355cca97c0805001c03,N,Y,N,N
2083.9698454f238754338c3355e9ff95c422,N,N,N,N
0246.3422f94c01ebd283ffac23522268f3f8,N,Y,N,N
00185.d596ca9befa5afe75fd8ebca4c215d46,N,Y,N,N
02159.3b7200492cf429f50cf6668efb36177f,N,N,N,N
00449.a5774525dc915cffc54433a1793cbf1a,N,Y,N,N
0662.edbb54c8f940c4cf54b4a61e930691d7,N,Y,N,N
00966.2a4fb2559839748a35516c870f765211,N,Y,N,Y
cmds,N,N,N,N
1782.e027f2af78c05f8498f09d7979cd127d,N,N,N,N
2149.0433d818006a650f384c28b22a646b5f,N,N,N,N
02002.9d050af76b119f481ac03fdfff6d2855,N,N,N,N
00313.966f088102b6c7932c1a3655abd2a9be,N,Y,N,N
01336.82adb611b4bea7ae97c57911d3152cee,N,Y,N,Y
0195.9805aa7e0cec44d00677990ad4db450d,N,N,N,N
02315.b64bfd78655623c6d47856cea12a9182,N,N,N,N
00890.85334af70442efdbf0b83768fb1d2eb3,N,N,N,N
02065.4773cf538284baa6a4b0c26e41115e8e,N,N,N,N
2312.2fa61e6e4c98cb8bc45ae247b144d8f1,N,N,N,N
00649.b630711c0f63812f552cbe85b22f4568,N,Y,N,N
01500.e0ad2000e488cfcfb840cb50a9383c01,N,N,N,N
0359.7f80dc1df7de3b5121e43f29f0a9e911,N,Y,N,N
01969.cf0d52e9e3e36aad1531882f263d2c16,N,N,N,N
02256.85f12e332ce4720e3ee4b91ee62c5298,N,N,N,N
00578.8c710aa944374d631b9969a806e32a30,N,Y,N,Y
0543.5070e5e197736112782da156d46f6357,N,Y,N,N
00716.c0e0c922db8f605b6475839d8fec9985,N,N,N,N
1099.dc3a681609f628b202e6c832d16c0d4a,N,Y,N,N
0855.5b51f55bb80a0889f3d7071b99f8cdef,N,N,N,N
00507.accde385fd6700b6e66aaeaf9032bfc0,N,Y,N,N
1448.deb1e7a1f52da85e25ff1462d4f87089,N,N,N,N
02059.e7cb2f48474335029d7eb951c82722f4,N,N,N,N
1125.32b3964c09cb6a90f69b0631171283e3,N,Y,N,N
0752.17c76022e66852f8a3cff5745f5937d4,N,Y,N,N
2114.00889c19a33dd48d42bb15c030be21f8,N,N,N,N
2414.9762e257ad9e6b6633dba8432ffb90de,N,N,N,N
1321.a524e96163e61358635db777ca978d0e,N,Y,N,N
0051.9281d3f8a3faf47d09a7fafdf2caf26e,N,N,N,N
2226.e9d405fa9921c5adcce9436a26f5bff4,N,N,N,N
1367.924aa29f6473628504527f28ec2fcf3b,N,Y,N,N
01433.4392b7c4884f0f218e74a0b86cc5b8c3,N,Y,N,N
2375.5faad60d386ab68428e38cb8d24e2c67,N,N,N,N
01181.a1a32438921904f88c7c78f1fea03a8f,N,Y,N,Y
00648.d3808dc202cff72d0326d74d23eaad17,N,N,N,N
0034.4be53f8dac3bd651ace83a38b6313c45,N,Y,N,N
02147.755e772a933ae1f7a6311e10bb298532,N,N,N,N
01487.7bfc394e400ea1925c895925dfeb6b6a,N,Y,N,N
01246.1734a462e0890957b876bd2bdeca2818,N,Y,N,N
1795.3349a6670b58d2a39307e87ae0012294,N,N,N,N
2156.be3e49ec0cd70317cfd27ec8e7d0a9b4,N,N,N,N
00218.17547ce08d682678c539484cf094982d,N,Y,N,N
0131.b715566061ab90d0f8745ce0ac010832,N,N,N,N
00435.01f1329e5314b30b44b36c20a98ed846,N,Y,N,N
1043.701d8a6b948c0e1406a85fc621497237,N,Y,N,Y
2306.286dad51732ff19316bdef986cab29f5,N,N,N,N
0280.6dca279b3e6aa252197d8439841032b4,N,N,N,N
01144.b3cbc4db9d2eac4cd0bea04fd75fc859,N,Y,N,N
1174.92cf3d9c75add5883005eae0732c5a85,N,Y,N,N
01876.2cf3694e786c36b8538d4e8e72b2b520,N,N,N,N
00337.2214ccddb3c9bd9cae70fc25dc9b1de6,N,Y,N,N
01552.340f1924ed7f83b0db34841845465f7d,N,N,N,N
1592.e024e5de503dcf463bad5cd5c8c64210,N,N,N,N
2031.81bbf025232d0d1f70571c9169091565,N,N,N,N
02352.7e2d173161b2e106f6ebf8bdce836b82,N,N,N,N
2137.0f7a7520bac29f7b0f65a8f44350aaa1,N,N,N,N
0360.f47b9aa1071c95031d17821c25d3de78,N,N,N,N
00775.0e012f373467846510d9db297e99a008,N,N,N,Y
2058.223e1c8e29bf95617ce84cebf836351e,N,N,N,N
1318.d5b97eb2ad5aaa5b11c2c1ea00c34194,N,Y,N,N
02283.e7e38a2cdd5a04ea9543e8173653bd07,N,N,N,N
1841.780eecf7f0db1db00bd0a6248de51260,N,N,N,N
1625.08690a3d25fcaacc8929c31657f85c8f,N,N,N,N
2351.d418f84c3f3e02133b0ce67a243ecff4,N,N,N,N
01843.ce0f26c22efed433edbce217b1e56331,N,N,N,N
0998.9b9e34483f3588514be24dd97961764b,N,Y,N,N
01783.8eb2bfc28026b79260080a288a8a468c,N,N,N,N
01595.2dda182ee17cdc04e14dd985a9845330,N,Y,N,N
2277.481836b537d072e0a7f4374797dae6b6,N,N,N,N
0495.5c4fb5aab57f610e00c4d3b951216f16,N,Y,N,N
0540.e0eb7ff6a98c054571e07addde3cc4de,N,Y,N,N
2162.98dd059bc733c48b26e52ba59cdbe574,N,N,N,N
1677.0a982c2dd05563772b84243adbe8a720,N,N,N,N
0897.c0fe033806bfaf60f935e01aec04eec6,N,Y,N,N
2317.16836d0298c740b64ec1d2f2d834dcbd,N,N,N,N
1176.5069b991bdfa80bc965015a7a94c3a4b,N,Y,N,Y
0724.789e078e8d5286dcb7da0df2f47e6886,N,Y,N,N
02367.d5ef41d805a4ae9381ae279bbfbce1a8,N,N,N,N
0200.f2cdb426806f3a924340a62789b6add9,N,N,N,N
0881.316c03b1dbd637537a4035f8470c6c12,N,Y,N,N
00109.bcb73e4561798e05f2299471ab0be1bb,N,Y,N,N
00493.29a23aaa27a825c8cfb67264b9d7aeb3,N,N,N,N
0834.36dab5acc512c15f3d6840b44e958b2a,N,N,N,N
02290.63a40c780fe1f8e771f62473dc3dce0b,N,N,N,N
00991.ec5d16cf8c633a2f15b8f98a39c58a60,N,Y,N,N
1867.fd43077a27b6e0bff531d55a475902ca,N,N,N,N
2001.741b26ed34a4c4c1a00cd13fab78b174,N,N,N,N
1842.f57fcc3356b4c910af8ac2ce06d7301c,N,N,N,N
02357.8bb1da478aac76b57282a9305b11c81a,N,N,N,N
1504.f77b2dc9ad8c875d8edc67b180e2f878,N,Y,N,N
00264.cef5d54bbce2f4a833aab06487467f82,N,N,N,N
1201.ecb357d3156544c58b58b4552635629d,N,Y,N,N
1164.4f5726c74bd69e322849d54f54a646fe,N,Y,N,N
00295.00390d9365839897c097b0db0d0a567b,N,N,N,N
1585.82fb57152be63c79b28e68ae0ad319d9,N,N,N,Y
0920.cad45fa889324a42667e6da8d3a8006f,N,Y,N,N
00287.175dfcaba6a69ffe40222e3937308e2f,N,Y,N,N
01697.75f57c5146462b574d13349e5c0c4bcc,N,N,N,N
1676.63b01735cee30cb278549725c0955728,N,Y,N,N
1962.2fde400b715a0609b9f2150026168da1,N,N,N,N
00083.d6bec4788401bc0df20b740557680768,N,N,N,N
00338.e761d6d7c88c70b86e0dc9d7f0003fbf,N,Y,N,N
00615.4762e05d7ff70fa43cccbad6745b34cb,N,Y,N,N
1116.e30f22bbdea56cb1ba244a559564ddde,N,Y,N,N
0483.fd69b8130b575cf7522607fc37d2549c,N,Y,N,N
0520.db2ae930623e1db4c9cf60676f96c4e5,N,Y,N,N
1378.12eda7069e9d8a08ba37f0e4679f23ea,N,Y,N,N
01766.cb970cd14ed91de5dc42765019865a19,N,N,N,N
00142.0f7dc427ea4ecdf0c257b8bf7d152249,N,N,N,N
00258.586a8a7ca9e58ea82936ef0487ae8638,N,Y,N,N
00065.fa593405941ce1f32a29e813493eacf2,N,N,N,N
0444.58dd409fb0fc0d853c6b9042560c6ae1,N,Y,N,Y
01954.1e0de194b37c10621fd49e3364fac758,N,N,N,N
0452.3121141cfedff2994e3c2db2249dd6c7,N,Y,N,N
1148.78b528d4233a8f6f6e43fdd6e7e97a53,N,Y,N,N
1251.6ea8eef15987f10def40abffda965da9,N,Y,N,N
1394.3ed871ba71edd281c9dbf0d5db738842,N,Y,N,N
02314.608313fbd690f2d120b68c894333a134,N,N,N,N
02123.aa6a294680d57c8c1841e0ffa52943ad,N,N,N,N
01202.9fe368b4f333335b31d0d5ede2db37ee,N,Y,N,N
0267.218a528c448166d39f853cf75d8890dd,N,Y,N,N
02061.22bbc22474fdf08ca2fb5d8353675730,N,N,N,N
02278.5681f9fd02e38391b917d4623ff9d198,N,N,N,N
00189.b66293957540969a231d2fd09886ee0f,N,Y,N,N
01544.62616d90c7904be02b84255b8dd94006,N,Y,N,N
00086.2d36c5f829135d1fed8f88471163b240,N,N,N,N
0127.2ac0e9f6527f224201604786789540b2,N,Y,N,N
1501.5c83f8ccf80ccff0b82b04a8e09d69ec,N,N,N,N
02337.ad6e6743b8b59611fe9a4961c3192dfc,N,N,N,N
01811.e6ab34fdde98dbbb9beabd7cd99028d7,N,N,N,N
01861.b9f301b256385d122143d7de7ecc711e,N,N,N,N
0830.36efbaa51125bf5c1697fd795b3a26a2,N,Y,N,N
01634.124f7f456644842860afd1522cd88b55,N,N,N,N
1580.108304b0d17fc6c34436e63e5f30fc47,N,Y,N,N
00228.6cf71899d7146e93641d4ad9d0aeb34e,N,N,N,N
0886.a901020854d0c42772ba10e45212ee82,N,Y,N,N
01356.6edc052e900ddd438a25c6fbe4106334,N,N,N,N
02119.b25cd2dcf356da11d164e24384634f4d,N,N,N,N
02499.b4af165650f138b10f9941f6cc5bce3c,N,N,N,N
00501.d49136e1973b2bb467093cc28419b214,N,Y,N,N
2411.debe2dcb9f09b73d42f985bdd7913bb6,N,N,N,N
2026.4cdce207eed54f4f6dc9e6a83b1de237,N,N,N,N
01762.9c9c7d47366cfecf47ceff0f68554ec9,N,N,N,N
1651.8a77b2ea51351288a9f69b23aa5ebb26,N,N,N,N
2263.cdbea6cbb8b91203226eeaef8b251ad1,N,N,N,N
0439.44081ab02df438a46002b412aee32fbc,N,N,N,N
02104.aecac880ad87b5a3e10b11414fe66746,N,N,N,N
0992.a7884a746d675de27a0ca535685e8d6d,N,Y,N,N
0108.e6e9cb097a3b5e37d94a7ff29bc4412a,N,N,N,N
0462.6b066ed01f1856371a7ca52580774a20,N,Y,N,N
1930.0965a4aa5ecfe3ab06526520f7eae63a,N,N,N,N
1135.55ab9518e8b987f67ed8b5b85e8543e8,N,Y,N,Y
00217.e2416507f33a5350042484cc38de4800,N,Y,N,N
2089.3ee44b35315e3e3c58807d125acaccd9,N,N,N,N
1563.4869bc6713ad6960f9b607c03dfa1c23,N,Y,N,Y
0664.0d4d48964387db0637509ad10ee66763,N,Y,N,N
1133.4b5a4ac1c2bd770e63cc85059145ebe1,N,N,N,N
01309.2bec637bc28145370e47c323f994e6eb,N,Y,N,N
01562.c9d27ce4f88c44947e1480991162b11c,N,Y,N,N
01030.c51edb65048a8f86717b049b00ed7356,N,N,N,N
01113.444c4a1faf97d17bc580aea2905b773b,N,Y,N,N
2163.0ccb16a07546a6528885233e0a7ddfd3,N,N,N,N
2022.e161d62bc9d2e571e432b385a906097f,N,N,N,N
1021.3c2dc9fee94649133426006b8ae4ac88,N,N,N,N
0121.b475478456e52de66ef0b0fb501bbfd3,N,N,N,N
1038.4a0af891d4474c608eb6a3ffedeb8ada,N,Y,N,N
1976.e5cc37d360e7f0720c6bc1a6f658c11d,N,N,N,N
0315.15b9ae14057d961ba4ccec2283b8d90a,N,N,N,N
02275.076ff76b138aa30d495a07d0fe3461bc,N,N,N,N
